,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Olivier Proulx,C,CAP/DRU/BAC,19.791,276,148,142,103,290,393,946,16.922,0.548,0.522,0.389,1.072,1.46,3.266
1,Yanick Lehoux,C,BAC,18.689,203,154,99,99,253,352,897,16.71,0.78,0.525,0.47,1.302,1.77,4.627
2,Carl Mallette,C,VIC,19.078,201,116,36,178,152,330,706,15.968,0.568,0.162,0.925,0.73,1.652,3.602
3,Simon Gamache,C,VDO,19.198,144,138,156,33,294,327,846,16.345,0.96,1.085,0.23,2.04,2.275,5.875
4,Sebastien Thinel,LW,VIC/DRU/QUE,19.73,211,122,71,112,193,305,749,16.355,0.588,0.325,0.502,0.913,1.415,3.608
5,Olivier Fillion,C,BAT,19.077,276,96,64,145,160,305,705,14.274,0.415,0.246,0.619,0.655,1.275,2.846
6,Nicolas Corbeil,C,SHE,18.589,262,114,41,137,155,292,829,13.222,0.474,0.167,0.619,0.643,1.261,3.555
7,Jonathan Gagnon,C/RW,DRU/HAL/CAP/ROU,19.34,277,136,47,99,183,282,680,20.988,0.611,0.12,0.565,0.732,1.297,2.795
8,Marc-Andre Thinel,RW,VIC,18.979,141,121,128,33,249,282,689,17.775,0.86,0.91,0.235,1.77,2.0,4.88
9,Michel Ouellet,RW,RIM,18.782,196,118,61,100,179,279,872,13.323,0.622,0.308,0.555,0.925,1.48,4.785
10,Chris Montgomery,C,MTL/QUE,18.605,266,91,109,74,200,274,722,12.636,0.32,0.283,0.377,0.604,0.981,2.552
11,Stuart MacRae,C,QUE/CAP/HAL,19.35,273,101,171,2,272,274,886,11.134,0.41,0.728,0.004,1.142,1.146,3.815
12,Pierre-Alexandre Parenteau,RW,MON/CHI/SHE,18.73,200,104,158,11,262,273,679,14.832,0.535,0.9,0.048,1.435,1.488,3.665
13,Brandon Benedict,C,HAL,19.391,279,101,62,110,163,273,852,11.965,0.372,0.226,0.421,0.602,1.028,3.194
14,Jonathan Bellemare,C,SHA/HUL,19.068,227,96,33,144,129,273,563,17.405,0.474,0.098,0.605,0.572,1.178,2.67
15,Danny Groulx,D,VIC,19.48,206,57,46,163,103,266,910,6.48,0.315,0.32,0.748,0.635,1.382,4.69
16,Frederic Faucher,LW,DRU/QUE,19.547,246,122,89,52,211,263,587,19.75,0.479,0.398,0.199,0.876,1.075,2.386
17,Christian Larrivee,C,CHI,19.184,263,106,96,59,202,261,748,12.678,0.418,0.481,0.21,0.896,1.108,3.178
18,Pierre-Luc Laprise,LW,CAP/VDO,19.41,284,85,29,147,114,261,620,14.581,0.348,0.128,0.591,0.475,1.069,2.334
19,Charles Linglet,LW,BAC,19.358,253,108,42,110,150,260,672,14.655,0.47,0.231,0.404,0.698,1.102,3.228
20,Dominic Forget,C,SHA,19.787,140,86,53,121,139,260,472,34.1,0.558,0.685,0.438,1.242,1.68,2.208
21,Jason Pominville,RW,SHA,18.043,197,107,69,79,176,255,589,16.43,0.61,0.392,0.4,1.0,1.4,3.33
22,Benoit Genesse,C,SHE/ROU/VDO,19.304,269,94,76,85,170,255,707,13.882,0.402,0.351,0.348,0.754,1.101,2.861
