,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,G/GP,A1/GP,A2/GP,P1/GP,P/GP
0,Nicolas Petan,C,POR,18.548,252,110,159,89,269,358,0.376,0.77,0.397,1.146,1.54
1,Ty Rattie,RW,POR,18.734,259,150,111,86,261,347,0.68,0.505,0.364,1.182,1.546
2,Brendan Ranford,LW,KAM,19.494,279,124,129,77,253,330,0.411,0.496,0.316,0.906,1.223
3,Justin Feser,C,T.C,19.256,288,143,99,83,242,325,0.54,0.418,0.305,0.96,1.258
4,Brayden  Point,C,M.J/MJ,18.57,252,134,123,67,257,324,0.62,0.598,0.28,1.22,1.501
5,Sam Reinhart,C,KTN,17.922,250,120,114,85,234,319,0.469,0.514,0.381,0.982,1.364
6,Michael St. Croix,C,EDM,18.558,278,127,137,54,264,318,0.494,0.522,0.206,1.025,1.23
7,Jordan Weal,C,REG,18.668,214,119,117,78,236,314,0.568,0.552,0.4,1.118,1.518
8,Brendan Shinnimin,C,T.C,19.938,199,119,113,80,232,312,0.66,0.59,0.415,1.248,1.662
9,Tyson Baillie,C,KEL,18.894,329,138,99,73,237,310,0.522,0.376,0.258,0.903,1.16
10,Trevor Cox,LW,M.H/VAN/MH,19.156,324,98,145,62,243,305,0.335,0.518,0.282,0.853,1.136
11,Brendan Leipsic,LW,POR,18.452,261,132,113,57,245,302,0.589,0.534,0.25,1.121,1.372
12,Mitch Holmberg,RW,SPO,19.584,314,147,99,50,246,296,0.65,0.44,0.185,1.089,1.274
13,Tim Bozon,LW,KAM/KTN,19.605,260,140,82,72,222,294,0.564,0.291,0.258,0.862,1.12
14,Oliver Bjorkstrand,RW,POR,18.684,193,144,90,56,234,290,0.835,0.49,0.31,1.328,1.638
15,Josh Nicholls,RW,SAS,19.51,269,129,95,64,224,288,0.556,0.334,0.246,0.89,1.141
16,Jayce Hawryluk,C,BDN,18.83,232,119,103,56,222,278,0.634,0.552,0.256,1.182,1.438
17,Myles Bell,RW,REG/KEL,19.137,319,113,93,68,206,274,0.495,0.331,0.229,0.825,1.054
18,Jaedon Descheneau,RW,KTN,19.625,265,111,106,55,217,272,0.232,0.218,0.352,0.448,0.802
19,Brady Brassart,C,SPO/CAL,19.314,323,112,88,69,200,269,0.448,0.333,0.278,0.78,1.058
20,Shane McColgan,C,KEL/SAS/POR,19.767,287,83,96,89,179,268,0.144,0.334,0.152,0.474,0.626
21,Connor Rankin,LW,T.C/CAL,18.855,339,121,96,51,217,268,0.389,0.348,0.178,0.741,0.919
22,Colin Smith,C,KAM,18.364,264,102,101,64,203,267,0.456,0.451,0.279,0.906,1.184
23,Morgan Klimchuk,LW,REG/BDN,18.603,261,118,100,49,218,267,0.497,0.463,0.213,0.955,1.169
24,Brandon Magee,RW,CWK/VIC,19.676,318,113,102,49,215,264,0.405,0.454,0.168,0.862,1.03
25,Adam Hughesman,LW,T.C,19.796,203,107,94,60,201,261,0.57,0.48,0.318,1.05,1.368
26,Brenden Kichton,D,SPO,19.368,276,66,112,81,178,259,0.268,0.474,0.312,0.739,1.052
27,Tim  McGauley,C,SAS/BDN,19.18,276,102,91,65,193,258,0.415,0.314,0.251,0.734,0.987
28,Mark Stone,RW,BDN,18.591,176,89,113,55,202,257,0.51,0.652,0.322,1.162,1.482
29,Dylan Wruck,LW,EDM,19.103,258,86,94,75,180,255,0.319,0.412,0.356,0.738,1.094
30,Curtis Valk,C,M.H,19.663,270,125,80,50,205,255,0.541,0.32,0.214,0.862,1.082
31,Emerson Etem,RW,M.H,18.498,202,143,79,30,222,252,0.77,0.448,0.14,1.218,1.358
32,Chase De Leo,C,POR,18.017,279,110,84,57,194,251,0.481,0.352,0.226,0.835,1.058
33,Luke Philp,C,KTN/RD,18.921,264,103,88,60,191,251,0.452,0.431,0.17,0.883,1.047
34,Dryden Hunt,LW,REG/M.H/MJ,18.872,269,117,77,55,194,249,0.568,0.358,0.266,0.927,1.189
35,Cole Sanford,RW,M.H/MH/REG,19.252,260,126,67,56,193,249,0.56,0.258,0.218,0.82,1.038
36,Brendan  Gallagher,RW,VAN,18.61,192,126,78,45,204,249,0.69,0.41,0.242,1.1,1.34
37,Matt Needham,C,KAM,19.446,317,87,95,65,182,247,0.32,0.344,0.233,0.665,0.899
38,Coda Gordon,LW,S.C,19.178,258,98,88,58,186,244,0.368,0.347,0.233,0.714,0.945
39,Mark  McNeill,C,P.A,18.687,272,97,83,63,180,243,0.376,0.335,0.25,0.711,0.962
40,Jackson Houck,RW,VAN/CGY,19.611,312,107,76,59,183,242,0.356,0.306,0.195,0.658,0.855
41,Todd Fiddler,LW,M.H/P.A/SPO/M.J/P.G,19.238,280,127,70,44,197,241,0.57,0.32,0.211,0.89,1.096
42,T.J. Foster,RW,EDM,19.426,272,92,79,69,171,240,0.369,0.302,0.305,0.674,0.978
43,Chase Witala,LW,P.G/PG,19.336,302,120,79,40,199,239,0.494,0.298,0.164,0.795,0.951
44,Adam Helewka,LW,SPO/RD,19.28,244,119,70,49,189,238,0.622,0.358,0.188,0.985,1.172
45,Cole Ully,LW,KAM,18.63,256,95,78,64,173,237,0.406,0.377,0.342,0.786,1.126
46,Alex Forsberg,LW,P.G/VIC/SAS,19.728,268,87,90,59,177,236,0.362,0.416,0.229,0.774,1.002
47,Troy  Bourke,C,P.G,18.527,276,84,86,66,170,236,0.356,0.349,0.281,0.711,0.988
48,Hunter Shinkaruk,LW,M.H,18.05,211,105,84,46,189,235,0.405,0.454,0.178,0.86,1.036
49,Brooks Macek,RW,T.C/CAL,19.462,259,80,82,70,162,232,0.358,0.332,0.27,0.684,0.952
50,Brenden Walker,C,BDN/SAS,19.346,269,93,80,55,173,228,0.389,0.345,0.221,0.734,0.96
51,Parker Bowles,C,T.C/TC,19.701,231,88,72,64,160,224,0.406,0.358,0.302,0.764,1.068
52,Greg Chase,C,CAL/VIC,18.768,265,78,102,41,180,221,0.328,0.396,0.182,0.719,0.906
53,Reid  Gardiner,RW,P.A/PA,18.78,262,106,71,43,177,220,0.488,0.332,0.191,0.816,1.015
54,Zach Franko,LW,KEL/KTN,19.646,280,81,89,50,170,220,0.305,0.325,0.204,0.63,0.84
55,Brad Ross,LW,POR,18.55,206,100,77,42,177,219,0.52,0.375,0.205,0.898,1.102
56,Rourke Chartier,C,KEL,18.576,230,110,54,52,164,216,0.576,0.255,0.236,0.826,1.069
57,Leon  Draisaitl,C,P.A/KEL,18.136,160,78,91,47,169,216,0.525,0.555,0.382,1.078,1.467
58,Joshua Winquist,LW,EVT,19.088,301,101,79,36,180,216,0.514,0.366,0.172,0.88,1.052
59,Cody Sylvester,LW,CAL,19.549,261,92,70,53,162,215,0.445,0.338,0.25,0.781,1.031
60,Shea Theodore,D,SEA,18.182,257,58,80,74,138,212,0.265,0.355,0.34,0.619,0.962
61,Kevin  Sundher,C,CWK/BDN/VIC,18.909,200,75,85,52,160,212,0.397,0.448,0.283,0.845,1.13
62,Michael Ferland,LW,BDN/SAS,19.53,215,88,67,56,155,211,0.392,0.358,0.3,0.75,1.05
63,Ryan Pulock,D,BDN,18.068,261,64,63,83,127,210,0.282,0.276,0.296,0.558,0.85
64,Quinton Howden,LW,M.J,18.9,177,98,70,41,168,209,0.565,0.39,0.25,0.955,1.205
65,Max Reinhart,C,KTN,18.862,204,83,74,51,157,208,0.422,0.39,0.28,0.815,1.095
66,Patrick Holland,RW,T.C,19.815,204,63,85,60,148,208,0.16,0.232,0.42,0.392,0.812
67,Mike Aviani,C,SPO,19.504,273,89,79,39,168,207,0.42,0.344,0.16,0.769,0.927
68,Tyler Maxwell,C,EVT/EDM,19.676,206,111,53,42,164,206,0.545,0.258,0.22,0.802,1.022
69,Derrick Pouliot,D,POR,18.726,247,42,65,98,107,205,0.219,0.299,0.478,0.522,1.0
70,Adam Brooks,C,REG,18.486,251,76,87,42,163,205,0.4,0.488,0.241,0.879,1.128
71,Adam Lowry,LW,S.C,18.591,235,90,67,47,157,204,0.458,0.362,0.202,0.82,1.022
72,Ivan Nikolishin,LW,EVT/RD,18.676,216,65,76,62,141,203,0.332,0.36,0.298,0.695,0.99
73,Brandon Herrod,RW,P.A/KAM,19.261,209,94,61,48,155,203,0.445,0.305,0.235,0.748,0.988
74,Justin Maylan,C,P.A,19.902,210,64,96,42,160,202,0.32,0.498,0.22,0.812,1.035
75,Colby Cave,C,S.C,18.784,287,95,76,31,171,202,0.402,0.31,0.144,0.706,0.848
76,Troy Rutkowski,D,POR,19.505,287,55,59,87,114,201,0.224,0.226,0.322,0.45,0.772
77,Eric Roy,D,BDN,18.957,322,48,75,77,123,200,0.128,0.259,0.266,0.378,0.648
