,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP
0,Ben Duffy,C,PEI,19.598,334,139,132,70,271,341,811,17.504,0.505,0.551,0.264,1.058,1.328,2.862
1,Brandon Hynes,RW,VIC/BAT/VDO,19.064,318,170,96,67,266,333,1375,13.105,0.576,0.364,0.237,0.942,1.184,4.382
2,Guillaume Asselin,RW,MTL/CHI,19.078,331,132,107,67,239,306,778,16.189,0.425,0.34,0.26,0.761,1.022,2.79
3,Philip-Michael Devos,C,VIC/GAT,19.452,325,112,112,70,224,294,626,20.722,0.516,0.45,0.334,0.966,1.303,2.372
4,Benjamin Casavant,LW,ROU/PEI/SHA/VDO,19.712,285,143,73,76,216,292,821,18.45,0.53,0.299,0.26,0.83,1.09,2.851
5,Joel Champagne,C,CHI/PEI/VIC/QUE,19.704,317,110,100,74,210,284,829,13.668,0.4,0.407,0.3,0.806,1.114,2.869
6,Angelo Miceli,C,VIC,19.606,255,118,96,65,214,279,758,15.263,0.5,0.468,0.256,0.97,1.224,3.135
7,Adam Erne,LW,QUE,18.532,240,118,91,66,209,275,884,13.855,0.556,0.396,0.325,0.952,1.277,3.988
8,Charles Hudon,LW,CHI/BAC,18.356,235,104,102,67,206,273,917,10.654,0.464,0.458,0.328,0.92,1.241,4.474
9,Christopher Clapperton,LW,BLB/RIM,19.687,237,113,84,73,197,270,670,16.446,0.511,0.356,0.311,0.868,1.184,3.155
10,Alex Saulnier,C,MON,19.166,247,92,90,86,182,268,515,17.335,0.402,0.388,0.374,0.792,1.166,2.329
11,Anthony Mantha,RW,VDO,18.123,189,129,85,46,214,260,742,15.938,0.731,0.51,0.248,1.241,1.489,4.031
12,Zach O'Brien,C,ROU/BAT,19.338,192,126,93,41,219,260,748,14.521,0.615,0.49,0.18,1.108,1.285,3.892
13,Felix Petit,C,QUE/BAC,19.301,204,79,111,67,190,257,561,13.782,0.385,0.58,0.318,0.958,1.275,2.81
14,Jonathan Huberdeau,LW,SNB,18.408,195,104,96,57,200,257,525,17.958,0.579,0.62,0.304,1.199,1.505,3.282
